PlayerName,AV
Trevard Lindley\LindTr99,1
James Lofton\LoftJa00,1
Jeff Maehl\MaehJe00,1
Curtis Marsh\MarsCu01,1
Joe Mays\MaysJo99,1
Darnerien McCants\McCaDa00,1
Eric McCoo\McCoEr00,1
Fred McCrary\McCrFr00,1
Dexter McDougle\McDoDe00,1
T.Y. McGill\McGiT.00,1
Mike McMahon\McMaMi00,1
Steven Means\MeanSt00,1
Mike Michel\MichMi21,1
George Mira\MiraGe00,1
Randall Mitchell\MitcRa20,1
Art Monk\MonkAr00,1
Denis Moore\MoorDe21,1
Calvin Murray\MurrCa20,1
Jim Norton\NortJi21,1
Bill Olds\OldsBi00,1
Iosua Opeta\OpetIo00,1
Will Parks\ParkWi01,1
Ray Phillips\PhilRa21,1
Elijah Qualls\QualEl00,1
Don Ratliff\RatlDo20,1
Montae Reagor\ReagMo20,1
Ed Reynolds\ReynEd00,1
LaRoy Reynolds\ReynLa00,1
Jon Ritchie\RitcJo00,1
Jacque Robinson\RobiJa21,1
Dedrick Roper\RopeDe20,1
Alvin Ross\RossAl20,1
Allen Rossum\RossAl99,1
Tom Roussel\RousTo20,1
Anthony Rush\RushAn00,1
Booker Russell\RussBo00,1
Orlando Scandrick\ScanOr99,1
Ryan Schau\SchaRy20,1
Owen Schmitt\SchmOw00,1
Leon Seals\SealLe20,1
Andrew Sendejo\SendAn00,1
Bob Shann\ShanBo20,1
Mike Siano\SianMi20,1
David Sims\SimsDa01,1
Tom Skladany\SklaTo20,1
Jeremy Slechta\SlecJe20,1
Fred Smalls\SmalFr21,1
Brad Smith\SmitBr01,1
Marcus Smith\SmitMa03,1
Phil Smith\SmitPh20,1
Ralph Smith\SmitRa00,1
Steve Smith\SmitSt02,1
Akeem Spence\SpenAk00,1
Damion Square\SquaDa00,1
Nate Sudfeld\SudfNa00,1
Chandon Sullivan\SullCh00,1
Tre Sullivan\SullTr01,1
Davion Taylor\TaylDa01,1
Daniel Te'o-Nesheim\Teo-Da99,1
Matt Tennant\TennMa20,1
Jeff Thomason\ThomJe00,1
Pago Togafau\TogaPa99,1
Brett Toth\TothBr00,1
Bryce Treggs\TregBr00,1
Paul Turner\TurnPa01,1
Zack Valentine\ValeZa20,1
Julian Vandervelde\VandJu00,1
Kimo von Oelhoffen\vonOKi20,1
Al Wallace\WallAl20,1
John Walton\WaltJo00,1
Jaylen Watkins\WatkJa01,1
Quez Watkins\WatkQu00,1
Jed Weaver\WeavJe00,1
Reggie Wells\WellRe20,1
Mark Wheeler\WheeMa20,1
Raequan Williams\WillRa03,1
Tyrone Williams\WillTy21,1
Sylvester Wright\WrigSy20,1
Glen Young\YounGl20,1
Scott Young\YounSc20,1
Walter Abercrombie\AberWa00,0
Jamar Adams\AdamJa20,0
Kamar Aiken\AikeKa00,0
Kermit Alexander\AlexKe01,0
Ian Allen\AlleIa20,0
Jackie Allen\AlleJa20,0
Kevin Allen\AlleKe21,0
George Amundson\AmunGe00,0
Jim Angelo\AngeJi20,0
Justin Armour\ArmoJu00,0
Steve Atkins\AtkiSt00,0
Jim Auer\AuerJi20,0
Marvin Ayers\AyerMa20,0
Joe Bachie\BachJo01,0
Matt Bahr\bahrxmat01,0
Jason Baker\BakeJa20,0
Keith Baker\BakeKe20,0
Brian Baldinger\BaldBr20,0
Michael Bamiro\BamiMi00,0
Corey Barlow\BarlCo20,0
Antwan Barnes\BarnAn99,0
Ephesians Bartley\BartEp20,0
Mike Bartrum\BartMi00,0
Shawn Beals\BealSh20,0
Will Beatty\BeatWi20,0
Jim Beaver\BeavJi20,0
Joique Bell\BellJo01,0
Mike Bell\BellMi00,0
Mike Bellamy\BellMi21,0
Vic Bellamy\BellVi20,0
B.J. Bello\BellB.00,0
Jesse Bendross\BendJe00,0
Mitch Berger\BergMi20,0
Mike Black\BlacMi21,0
Richard Blackmore\BlacRi20,0
Jeff Blake\BlakJe00,0
Jeff Bleamer\BleaJe20,0
Luther Blue\BlueLu00,0
Ronnie Blye\BlyeRo00,0
Gary Bolden\BoldGa20,0
Lorenzo Booker\BookLo00,0
James Bostic\BostJa00,0
Deral Boykin\BoykDe20,0
Jack Brewer\BrewJa20,0
Clifford Brooks\BrooCl20,0
Terrence Brooks\BrooTe00,0
Tony Brooks\BrooTo21,0
Cedrick Brown\BrowCe21,0
Dave Brown\BrowDa22,0
DeAuntae Brown\BrowDe21,0
Jamon Brown\BrowJa04,0
Willie Brown\BrowWi00,0
Daryon Brutley\BrutDa20,0
Bill Bryant\BryaBi21,0
Mark Burke\BurkMa20,0
Deontay Burnett\BurnDe00,0
Bob Butler\ButlBo20,0
Hakeem Butler\ButlHa00,0
Bill Byrne\ByrnBi20,0
Don Calhoun\CalhDo00,0
Lonny Calicchio\CaliLo20,0
Ronnie Cameron\CameRo00,0
Tommy Campbell\CampTo20,0
Earl Carr\CarrEa20,0
Derek Carrier\CarrDe00,0
Carlos Carson\CarsCa00,0
DeAndre Carter\CartDe02,0
James Casey\CaseJa00,0
Thomas Caterbone\CateTh20,0
Louis Cheek\CheeLo20,0
Wes Chesson\ChesWe00,0
Jeremy Clark\ClarJe01,0
Topper Clemons\ClemTo21,0
Al Coleman\ColeAl20,0
Bruce Collie\CollBr20,0
Larry Conjar\ConjLa00,0
Ray Conlin\ConlRa20,0
Frank Cornish\CornFr21,0
Jose Cortez\cortejos01,0
Blake Countess\CounBl00,0
Jerome Couplin\CoupJe00,0
Smiley Creswell\CresSm20,0
Bill Cronin\CronBi00,0
Jason Croom\CrooJa00,0
Larry Crowe\CrowLa00,0
Darrel Crutchfield\CrutDa20,0
Jim Culbreath\CulbJi00,0
George Cumby\CumbGe20,0
B.J. Cunningham\CunnB.00,0
Dick Cunningham\CunnDi20,0
Johnathan Cyprien\CyprJo00,0
Chase Daniel\DaniCh00,0
Norman Davis\DaviNo21,0
Pernell Davis\DaviPe21,0
Robert Davis\DaviRo00,0
Stan Davis\DaviSt02,0
Vern Davis\DaviVe20,0
Dale Dawson\dawsodal01,0
Steve DeLine\delinste01,0
Dennis DeVaughn\DeVaDe20,0
Alan Dial\DialAl20,0
Benjy Dial\DialBe00,0
David Diaz-Infante\DiazDa20,0
Kori Dickerson\DickKo20,0
Nate Dingle\DingNa20,0
Al Dixon\DixoAl00,0
Floyd Dixon\DixoFl00,0
Zachary Dixon\DixoZa00,0
Herb Dobbins\DobbHe20,0
Dean Dorsey\dorsedea01,0
Merrill Douglas\DougMe00,0
Troy Drake\DrakTr20,0
Bobby Duckworth\DuckBo00,0
Paul Dudley\DudlPa00,0
Jon Dumbauld\DumbJo20,0
Rick Duncan\DuncRi20,0
Ken Dunek\DuneKe20,0
Kyle Eckel\EckeKy00,0
Trent Edwards\EdwaTr01,0
Mohammed Elewonibi\ElewMo20,0
Alex Ellis\ElliAl01,0
Trae Elston\ElstTr01,0
Charles Emanuel\EmanCh20,0
Pete Emelianchik\EmelPe00,0
Donald Evans\EvanDo20,0
Randall Evans\EvanRa00,0
Eric Everett\EverEr20,0
Major Everett\EverMa00,0
Ron Fazio\FaziRo20,0
Jay Fiedler\FiedJa00,0
Brian Finneran\FinnBr00,0
Mickey Fitzgerald\FitzMi20,0
DeShawn Fogle\FoglDe20,0
Steve Folsom\FolsSt00,0
Charlie Ford\FordCh20,0
L.J. Fort\FortL.00,0
Dustin Fox\FoxxDu20,0
Dennis Franks\FranDe20,0
Derrick Frazier\FrazDe20,0
Jim Fritzsche\FritJi20,0
James Fuller\FullJa20,0
Russell Gary\GaryRu20,0
Michael Gasperson\GaspMi00,0
Chris Gerhard\GerhCh20,0
Tom Gerhart\GerhTo20,0
Pat Gibbs\GibbPa20,0
Brandon Gibson\GibsBr00,0
Shelton Gibson\GibsSh00,0
Frank Giddens\GiddFr20,0
Lewis Gilbert\GilbLe20,0
Jim Gilmore\GilmJi20,0
Mardy Gilyard\GilyMa00,0
Tim Golden\GoldTi20,0
John Goode\GoodJo20,0
Dillon Gordon\GordDi01,0
Kevin Graf\GrafKe00,0
Jim Gray\GrayJi20,0
Mel Gray\GrayMe00,0
Donnie Green\GreeDo20,0
Kelly Gregg\GregKe20,0
Ken Gregory\GregKe00,0
Don Griffin\GrifDo21,0
Jeff Griffin\GrifJe20,0
Aaron Grymes\GrymAa00,0
Ralph Guglielmi\GuglRa00,0
Cobi Hamilton\HamiCo00,0
Justin Hamilton\HamiJu00,0
Skip Hamilton\HamiSk20,0
William Hampton\HampWi20,0
Karl Hankton\HankKa00,0
Greg Harding\HardGr20,0
Andre Hardy\HardAn00,0
Marvin Hargrove\HargMa00,0
Rod Harris\HarrRo21,0
Richard Harvey\HarvRi20,0
Tim Hasselbeck\HassTi00,0
Stanley Havili\HaviSt00,0
Josh Hawkins\HawkJo00,0
Tanner Hawkinson\HawkTa00,0
Aaron Hayden\HaydAa00,0
Ed Hayes\HayeEd20,0
Joe Hayes\HayeJo21,0
Jo Heath\HeatJo20,0
Jerome Henderson\HendJe20,0
Zac Henderson\HendZa20,0
Steve Hendrickson\HendSt00,0
Maurice Henry\HenrMa20,0
Gary Henson\HensGa20,0
Brandon Hepburn\HepbBr00,0
Reggie Hodges\HodgRe20,0
Alvin Hooks\HookAl20,0
Tyler Hoover\HoovTy00,0
Marty Horn\HornMa20,0
Clark Hoss\HossCl20,0
Jameson Houston\HousJa00,0
John Huarte\HuarJo00,0
John Hudson\HudsJo20,0
Albert Huggins\HuggAl01,0
Chuck Hughes\HughCh00,0
Calvin Hunt\HuntCa20,0
Tony Hunt\HuntTo01,0
Jason Huntley\HuntJa01,0
Emil Igwenagu\IgweEm00,0
Jack Ikegwuonu\IkegJa99,0
Mark Ingram\IngrMa00,0
Al Jackson\JackAl20,0
Alonzo Jackson\JackAl23,0
Johnny Jackson\JackJo24,0
Randy Jackson\JackRa00,0
T.J. Jackson\JackT.20,0
Dave Jacobs\jacobdav01,0
Angelo James\JameAn20,0
Ernie Janet\JaneEr20,0
Chris Johnson\JohnCh24,0
Dwight Johnson\JohnDw20,0
Eric Johnson\JohnEr20,0
Keelan Johnson\JohnKe03,0
Lee Johnson\johnslee01,0
Marcus Johnson\JohnMa07,0
Ron Johnson\JohnRo21,0
Ronald Johnson\JohnRo05,0
Vaughan Johnson\JohnVa01,0
Don Jonas\JonaDo20,0
Brad Jones\JoneBr99,0
Julian Jones\JoneJu20,0
Tyrone Jones\JoneTy21,0
Andrew Jordan\JordAn00,0
Mike Kafka\KafkMi00,0
Wade Keliikipi\KeliWa00,0
Merritt Kersey\KersMe20,0
Adrian Killins\KillAd00,0
Jon Kimmel\KimmJo20,0
Randy Kinder\KindRa20,0
G.J. Kinne\KinnG.00,0
Kelly Kirchbaum\KircKe20,0
Roy Kirksey\KirkRo20,0
Dan Klecko\KlecDa20,0
Mark Konecny\KoneMa20,0
Matt Kopa\KopaMa00,0
Jordan Kovacs\KovaJo00,0
Jonathan Krause\KrauJo00,0
Mike Kullman\KullMi20,0
Bob Landsee\LandBo20,0
Bill Larson\LarsBi21,0
Al Latimer\LatiAl20,0
Robert Lavette\LaveRo20,0
Kent Lawrence\LawrKe00,0
Reggie Lawrence\LawrRe20,0
Gerard Lawson\LawsGe20,0
Harper LeBel\LexBHa00,0
Amp Lee\LeexAm00,0
Scott Leggett\LeggSc20,0
Ron Leshinski\LeshRo20,0
Ryan Lewis\LewiRy01,0
Sammy Lilly\LillSa20,0
Dave Lince\LincDa20,0
Greg Liter\LiteGr20,0
Matt Long\LongMa20,0
Travis Long\LongTr00,0
Ron Lou\LouxRo20,0
Clarence Love\LoveCl20,0
Daytawion Lowe\LoweDa01,0
Von Mansfield\MansVo20,0
Greg Mark\MarkGr20,0
Anthony Marshall\MarsAn20,0
Byron Marshall\MarsBy01,0
Keyonta Marshall\MarsKe20,0
Larry Marshall\MarsLa20,0
Whit Marshall\MarsWh20,0
Wayne Mass\MassWa20,0
Dean May\MayxDe20,0
Rufus Mayes\MayeRu20,0
Frank Mays\MaysFr00,0
Mike McClellan\McClMi20,0
Mike McCloskey\McClMi00,0
Josh McCown\McCoJo01,0
Bobby McCray\McCrBo20,0
Tom McHale\McHaTo20,0
Erik McMillan\McMiEr00,0
Dan McMillen\McMiDa21,0
Dexter McNabb\McNaDe20,0
Marvin McNutt\McNuMa00,0
Jerrold McRae\McRaJe20,0
Tim McTyer\McTyTi20,0
Nate Menkin\MenkNa00,0
Guido Merkens\MerkGu00,0
Oren Middlebrook\MiddOr20,0
Shareef Miller\MillSh00,0
Garrett Mills\MillGa01,0
Mark Mitchell\MitcMa21,0
Henry Monroe\MonrHe20,0
Tim Mooney\MoonTi20,0
Evan Moore\MoorEv00,0
Zeke Moreno\MoreZe20,0
Sean Morey\MoreSe00,0
Davon Morgan\MorgDa00,0
Dennis Morgan\MorgDe00,0
Dwaine Morris\MorrDw20,0
Bobby Morse\MorsBo00,0
Mark Moseley\moselmar01,0
Adrian Moten\MoteAd00,0
Nick Murphy\MurpNi20,0
Will Murphy\MurpWi00,0
Mike Nease\NeasMi20,0
Dennis Nelson\NelsDe20,0
Tom Nelson\NelsTo00,0
Jordan Norwood\NorwJo00,0
Brian O'Neal\ONeaBr20,0
Greg Oliver\OlivGr00,0
Joe Ostman\OstmJo00,0
Jeff Owens\OwenJe20,0
Dave Pacella\PaceDa20,0
Vince Papale\PapaVi00,0
Marcus Paschal\PascMa99,0
Dan Pastorini\PastDa00,0
Jairo Penaranda\PenaJa20,0
Mike Perrino\PerrMi21,0
Bruce Perry\PerrBr01,0
Bob Picard\PicaBo20,0
Ross Pierschbacher\PierRo00,0
Bruce Plummer\PlumBr20,0
Tom Polley\PollTo20,0
Geoffrey Pope\PopeGe20,0
Jordan Poyer\PoyeJo00,0
Shaun Prater\PratSh00,0
Quron Pratt\PratQu00,0
Chris Prosinski\ProsCh00,0
Garry Puetz\PuetGa20,0
Jim Pyne\PyneJi20,0
Lou Rash\RashLo20,0
Ryan Rau\RauxRy00,0
Jimmy Raye\RayeJi20,0
Jamie Reader\ReadJa00,0
Dave Recher\RechDa20,0
James Reed\ReedJa20,0
Mike Reed\ReedMi00,0
Taft Reed\ReedTa20,0
Marion Reeves\ReevMa20,0
Jerry Reichow\ReicJe00,0
Alan Reid\ReidAl20,0
Mike Reid\ReidMi21,0
Jay Repko\RepkJa20,0
Matt Reynolds\ReynMa00,0
Denzel Rice\RiceDe00,0
Paul Richardson\RichPa20,0
Elijah Riley\RileEl01,0
Ray Rissmiller\RissRa20,0
Ramzee Robinson\RobiRa99,0
John Roper\RopeJo20,0
Mark Royals\RoyaMa20,0
Joe Rudolph\RudoJo20,0
Rusty Russell\RussRu20,0
Pat Ryan\RyanPa00,0
Paul Ryczek\RyczPa20,0
Mark Rypien\RypiMa00,0
Greg Salas\SalaGr00,0
Lawrence Sampleton\SampLa20,0
Michael Samson\SamsMi20,0
James Saxon\SaxoJa00,0
John Sciarra\SciaJo20,0
Gari Scott\ScotGa00,0
Rob Selby\SelbRo20,0
Kevon Seymour\SeymKe00,0
Kaseem Sinceno\SincKa00,0
Michael Sinclair\SincMi00,0
Mark Slater\SlatMa20,0
Henry Slay\SlayHe20,0
Rod Smart\SmarRo00,0
Alex Smith\SmitAl02,0
C.J. Smith\SmitC.00,0
Daryle Smith\SmitDa25,0
Ed Smith\SmitEd00,0
Jack Smith\SmitJa21,0
Otis Smith\SmitOt20,0
Rashad Smith\SmitRa02,0
Troy Smith\SmitTr00,0
Wade Smith\SmitWa21,0
Stephen Spach\SpacSt00,0
Siran Stacy\StacSi20,0
Bill Stetz\StetBi20,0
Dick Stevens\StevDi20,0
Matt Stevens\StevMa22,0
Tony Stewart\StewTo00,0
Donald Strickland\StriDo20,0
Nathan Stupar\StupNa01,0
Jerry Sturm\SturJe00,0
Justin Swift\SwifJu00,0
Jeff Sydner\SyndJe00,0
Ben Tamburello\TambBe20,0
John Tarver\TarvJo00,0
Johnny Thomas\ThomJo24,0
Art Thoms\ThomAr21,0
Jim Thrower\ThroJi20,0
Casey Toohill\ToohCa00,0
Bob Torrey\TorrBo00,0
Greg Tremble\TremGr20,0
Matthew Tucker\TuckMa00,0
Stephen Tulloch\TullSt20,0
Jeff Tupper\TuppJe20,0
Willie Turral\TurrWi20,0
Rick Tuten\TuteRi20,0
Mike Ulmer\UlmeMi20,0
Colton Underwood\UndeCo00,0
Morris Unutoa\UnutMo20,0
Tuufuli Uperesa\UperTu20,0
Steve Vallos\VallSt00,0
Alex Van Dyke\VanDAl00,0
Bruce Van Dyke\VanDBr00,0
Roger Vick\VickRo00,0
Steve Wagner\WagnSt20,0
Frank Wainright\WainFr00,0
Billy Walik\WaliBi00,0
Adam Walker\WalkAd00,0
Corey Walker\WalkCo00,0
Jamar Wall\WallJa99,0
Mike Wallace\WallMi00,0
Pete Walters\WaltPe20,0
Prince Tega Wanogho\WanoTe00,0
Jim Ward\WardJi00,0
Chris Warren\WarrCh00,0
Mike Waters\WateMi20,0
Eddie Watson\WatsEd00,0
Terrell Watson\WatsTe00,0
Tim Watson\WatsTi20,0
Jeff Wenzel\WenzJe20,0
Troy West\WestTr20,0
Jim Whalen\WhalJi00,0
Markus Wheaton\WheaMa00,0
Eddie Whitley\WhitEd01,0
Dave Whitmore\WhitDa22,0
Barry Wilburn\WilbBa20,0
Jeff Wilkins\wilkijef01,0
Ben Williams\WillBe20,0
Charles Williams\WillCh21,0
Henry Williams\WillHe22,0
Jason Williams\WillJa95,0
Trevor Williams\WillTr05,0
Caleb Wilson\WilsCa00,0
Harry Wilson\WilsHa00,0
Gordon Wright\WrigGo20,0
Antwuan Wyatt\WyatAn20,0
Mike Zandofsky\ZandMi20,0
Eric Zomalt\ZomaEr20,0
Ove Johansson\JohaOv20,-1
Happy Feller\FellHa20,-2
